id,path,shared_latent_dim,hidden_dim,n_embedding_dim,fidelity_embedding_dim
558,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,64,32,4
559,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,64,32,8
560,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,64,32,16
561,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,128,16,2
562,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,128,16,4
563,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,128,16,8
564,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,128,16,16
565,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,128,20,2
566,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,128,20,4
567,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,128,20,8
568,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,128,20,16
569,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,128,24,2
570,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,128,24,4
571,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,128,24,8
572,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,128,24,16
573,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,128,32,2
574,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,128,32,4
575,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,128,32,8
576,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,80,128,32,16
577,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,24,16,2
578,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,24,16,4
579,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,24,16,8
580,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,24,16,16
581,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,24,20,2
582,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,24,20,4
583,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,24,20,8
584,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,24,20,16
585,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,24,24,2
586,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,24,24,4
587,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,24,24,8
588,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,24,24,16
589,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,24,32,2
590,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,24,32,4
591,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,24,32,8
592,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,24,32,16
593,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,32,16,2
594,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,32,16,4
595,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,32,16,8
596,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,32,16,16
597,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,32,20,2
598,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,32,20,4
599,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,32,20,8
600,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,32,20,16
601,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,32,24,2
602,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,32,24,4
603,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,32,24,8
604,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,32,24,16
605,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,32,32,2
606,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,32,32,4
607,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,32,32,8
608,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,32,32,16
609,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,64,16,2
610,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,64,16,4
611,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,64,16,8
612,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,64,16,16
613,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,64,20,2
614,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,64,20,4
615,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,64,20,8
616,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,64,20,16
617,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,64,24,2
618,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,64,24,4
619,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,64,24,8
620,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,64,24,16
621,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,64,32,2
622,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,64,32,4
623,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,64,32,8
624,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,64,32,16
625,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,128,16,2
626,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,128,16,4
627,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,128,16,8
628,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,128,16,16
629,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,128,20,2
630,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,128,20,4
631,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,128,20,8
632,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,128,20,16
633,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,128,24,2
634,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,128,24,4
635,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,128,24,8
636,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,128,24,16
637,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,128,32,2
638,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,128,32,4
639,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,128,32,8
640,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,96,128,32,16
641,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,24,16,2
642,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,24,16,4
643,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,24,16,8
644,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,24,16,16
645,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,24,20,2
646,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,24,20,4
647,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,24,20,8
648,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,24,20,16
649,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,24,24,2
650,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,24,24,4
651,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,24,24,8
652,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,24,24,16
653,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,24,32,2
654,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,24,32,4
655,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,24,32,8
656,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,24,32,16
657,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,32,16,2
658,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,32,16,4
659,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,32,16,8
660,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,32,16,16
661,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,32,20,2
662,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,32,20,4
663,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,32,20,8
664,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,32,20,16
665,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,32,24,2
666,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,32,24,4
667,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,32,24,8
668,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,32,24,16
669,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,32,32,2
670,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,32,32,4
671,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,32,32,8
672,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,32,32,16
673,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,64,16,2
674,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,64,16,4
675,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,64,16,8
676,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,64,16,16
677,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,64,20,2
678,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,64,20,4
679,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,64,20,8
680,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,64,20,16
681,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,64,24,2
682,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,64,24,4
683,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,64,24,8
684,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,64,24,16
685,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,64,32,2
686,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,64,32,4
687,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,64,32,8
688,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,64,32,16
689,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,128,16,2
690,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,128,16,4
691,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,128,16,8
692,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,128,16,16
693,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,128,20,2
694,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,128,20,4
695,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,128,20,8
696,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,128,20,16
697,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,128,24,2
698,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,128,24,4
699,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,128,24,8
700,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,128,24,16
701,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,128,32,2
702,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,128,32,4
703,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,128,32,8
704,/work/submit/josemm/WORKS/Theory/BANANNE/LABS/ABLATION_SHARED,128,128,32,16
